Type,Question,Options,Answer,Chunk_ID,QA_ID
MCQ,What is the purpose of the 'super()' function in inheritance?,To override methods from the parent class;To define the parent class;To inherit properties and methods from the parent class;To create a new instance of the parent class,To inherit properties and methods from the parent class,SA_P1_M1_Ch07_Pg098_1,SA_P1_M1_Q335
MCQ,Which of the following is a child class of the 'Person' class in the given Python code?,Person;Teacher;Employee;Student,Student,SA_P1_M1_Ch07_Pg098_1,SA_P1_M1_Q336
True/False,Inheritance is a mechanism that allows a class to inherit the properties and methods of multiple parent classes.,True;False,FALSE,SA_P1_M1_Ch07_Pg098_1,SA_P1_M1_Q337
True/False,The 'super()' function can only be used in the constructor of a child class.,True;False,FALSE,SA_P1_M1_Ch07_Pg098_1,SA_P1_M1_Q338
True/False,A child class can override methods inherited from its parent class.,True;False,TRUE,SA_P1_M1_Ch07_Pg098_1,SA_P1_M1_Q339
Blanks,"Files are named locations on disk to store related __________,",,information,SA_P1_M1_Ch08_Pg100_1,SA_P1_M1_Q340
Blanks,"File operations are as follows:,",,"* Open a file

* Read or write (perform operation)

* Close the file",SA_P1_M1_Ch08_Pg100_1,SA_P1_M1_Q341
Match,Files,"Read or write (perform operation);They serve as a permanent data storage device in non-volatile memory;We use open() function to open a file, which returns file descripter/reference",They serve as a permanent data storage device in non-volatile memory,SA_P1_M1_Ch08_Pg100_1,SA_P1_M1_Q342
Match,Open a file,"We use open() function to open a file, which returns file descripter/reference;They serve as a permanent data storage device in non-volatile memory;Read or write (perform operation)","We use open() function to open a file, which returns file descripter/reference",SA_P1_M1_Ch08_Pg100_1,SA_P1_M1_Q343
Match,Close the file,"Read or write (perform operation);We use open() function to open a file, which returns file descripter/reference;They serve as a permanent data storage device in non-volatile memory",Read or write (perform operation),SA_P1_M1_Ch08_Pg100_1,SA_P1_M1_Q344
MCQ,Which of the following is the correct syntax to open a file?,"file = open(‘myfile.txt’, ‘read’);open(‘myfile.txt’, ‘w’);file = openfile(‘myfile.txt’, ‘w’);openfile(‘myfile.txt’, ‘w’, [buffer])","file = open(‘myfile.txt’, ‘w’)",SA_P1_M1_Ch08_Pg100_1,SA_P1_M1_Q345
True/False,Files are temporary locations on disk to store related information,True;False,FALSE,SA_P1_M1_Ch08_Pg100_1,SA_P1_M1_Q346
True/False,The open() function returns the file reference,True;False,TRUE,SA_P1_M1_Ch08_Pg100_1,SA_P1_M1_Q347
Match,r,Opens a file for reading;Opens in text mode;Opens a file for appending at the end of the file without truncating it,Opens a file for reading,SA_P1_M1_Ch08_Pg103_1,SA_P1_M1_Q348
Match,w,Opens in text mode;Opens a file for reading;Opens a file for appending at the end of the file without truncating it,Opens a file for writing. Creates a new file if it does not exist or truncates the file if it exists.,SA_P1_M1_Ch08_Pg103_1,SA_P1_M1_Q349
Match,a,Opens a file for reading;Opens a file for appending at the end of the file without truncating it;Opens in text mode,Opens a file for appending at the end of the file without truncating it. Creates a new file if it does not exist.,SA_P1_M1_Ch08_Pg103_1,SA_P1_M1_Q350
Match,write(s),Reads and returns a list of lines from the file;Reads at most n characters from the file;Writes the string s to the file;Writes a list of lines to the file;Returns an integer that represents the current position of the file's object,Writes the string s to the file,SA_P1_M1_Ch08_Pg103_1,SA_P1_M1_Q351
Match,writelines(lines),Reads and returns a list of lines from the file;Writes the string s to the file;Returns an integer that represents the current position of the file's object;Reads at most n characters from the file;Writes a list of lines to the file,Writes a list of lines to the file,SA_P1_M1_Ch08_Pg103_1,SA_P1_M1_Q352
Match,read(n),Returns an integer that represents the current position of the file's object;Writes a list of lines to the file;Reads at most n characters from the file;Reads and returns a list of lines from the file;Writes the string s to the file,Reads at most n characters from the file,SA_P1_M1_Ch08_Pg103_1,SA_P1_M1_Q353
Match,readline(),Returns an integer that represents the current position of the file's object;Writes a list of lines to the file;Writes the string s to the file;Reads and returns a list of lines from the file;Reads at most n characters from the file,Reads and returns one line from the file,SA_P1_M1_Ch08_Pg103_1,SA_P1_M1_Q354
Match,readlines(),Reads at most n characters from the file;Writes the string s to the file;Reads and returns a list of lines from the file;Writes a list of lines to the file;Returns an integer that represents the current position of the file's object,Reads and returns a list of lines from the file,SA_P1_M1_Ch08_Pg103_1,SA_P1_M1_Q355
Blanks,The open() function opens a file in __________ mode by default.,,read,SA_P1_M1_Ch08_Pg105_1,SA_P1_M1_Q356
Blanks,The __________ method is used to write data to a file.,,write,SA_P1_M1_Ch08_Pg105_1,SA_P1_M1_Q357
Blanks,The __________ method is used to close a file.,,close,SA_P1_M1_Ch08_Pg105_1,SA_P1_M1_Q358
Blanks,The __________ method is used to read data from a file.,,read,SA_P1_M1_Ch08_Pg105_1,SA_P1_M1_Q359
Blanks,The __________ method is used to read all the lines of a file as a list.,,readlines,SA_P1_M1_Ch08_Pg105_1,SA_P1_M1_Q360
Match,open(),Reads data from a file.;Reads all the lines of a file as a list.;Writes data to a file.;Opens a file in read mode.;Closes a file.,Opens a file in read mode.,SA_P1_M1_Ch08_Pg105_1,SA_P1_M1_Q361
Match,write(),Opens a file in read mode.;Writes data to a file.;Closes a file.;Reads all the lines of a file as a list.;Reads data from a file.,Writes data to a file.,SA_P1_M1_Ch08_Pg105_1,SA_P1_M1_Q362
Match,close(),Reads all the lines of a file as a list.;Writes data to a file.;Reads data from a file.;Opens a file in read mode.;Closes a file.,Closes a file.,SA_P1_M1_Ch08_Pg105_1,SA_P1_M1_Q363
Match,read(),Opens a file in read mode.;Reads all the lines of a file as a list.;Reads data from a file.;Writes data to a file.;Closes a file.,Reads data from a file.,SA_P1_M1_Ch08_Pg105_1,SA_P1_M1_Q364
Match,readlines(),Opens a file in read mode.;Closes a file.;Reads all the lines of a file as a list.;Writes data to a file.;Reads data from a file.,Reads all the lines of a file as a list.,SA_P1_M1_Ch08_Pg105_1,SA_P1_M1_Q365
MCQ,Which of the following modes is used to open a file for writing?,r+;a;r;w,w,SA_P1_M1_Ch08_Pg105_1,SA_P1_M1_Q366
MCQ,Which of the following methods is used to flush the contents of a file to disk?,close();flush();read();write(),flush(),SA_P1_M1_Ch08_Pg105_1,SA_P1_M1_Q367
MCQ,Which of the following methods is used to read all the lines of a file as a list?,readlines();read();close();write(),readlines(),SA_P1_M1_Ch08_Pg105_1,SA_P1_M1_Q368
True/False,The open() function can be used to open a file in write mode.,True;False,TRUE,SA_P1_M1_Ch08_Pg105_1,SA_P1_M1_Q369
True/False,The write() method can be used to read data from a file.,True;False,FALSE,SA_P1_M1_Ch08_Pg105_1,SA_P1_M1_Q370
True/False,The close() method must be called before reading data from a file.,True;False,FALSE,SA_P1_M1_Ch08_Pg105_1,SA_P1_M1_Q371
True/False,The readlines() method returns a tuple of lines.,True;False,FALSE,SA_P1_M1_Ch08_Pg105_1,SA_P1_M1_Q372
Blanks,Errors that arise during runtime execution are termed as _________.,,exceptions,SA_P1_M1_Ch09_Pg108_1,SA_P1_M1_Q373
Blanks,The exception handling method involves the usage of _________.,,try-except-finally,SA_P1_M1_Ch09_Pg108_1,SA_P1_M1_Q374
Match,IndexError,Unable to perform an input or output operation;Failure to import a module;Division by zero;Attempting to perform a calculation with incorrect data types;Attempting to access an element outside the range of an array,Attempting to access an element outside the range of an array,SA_P1_M1_Ch09_Pg108_1,SA_P1_M1_Q375
Match,ImportError,Failure to import a module;Attempting to access an element outside the range of an array;Attempting to perform a calculation with incorrect data types;Unable to perform an input or output operation;Division by zero,Failure to import a module,SA_P1_M1_Ch09_Pg108_1,SA_P1_M1_Q376
Match,IOError,Division by zero;Unable to perform an input or output operation;Attempting to access an element outside the range of an array;Attempting to perform a calculation with incorrect data types;Failure to import a module,Unable to perform an input or output operation,SA_P1_M1_Ch09_Pg108_1,SA_P1_M1_Q377
Match,TypeError,Attempting to access an element outside the range of an array;Division by zero;Failure to import a module;Unable to perform an input or output operation;Attempting to perform a calculation with incorrect data types,Attempting to perform a calculation with incorrect data types,SA_P1_M1_Ch09_Pg108_1,SA_P1_M1_Q378
Match,ZeroDivisionError,Attempting to perform a calculation with incorrect data types;Failure to import a module;Division by zero;Attempting to access an element outside the range of an array;Unable to perform an input or output operation,Division by zero,SA_P1_M1_Ch09_Pg108_1,SA_P1_M1_Q379
MCQ,Which of the following is NOT a standard exception in Python?,ImportError;IndexError;ZeroDivisionError;TypeError;FileNotFoundError,FileNotFoundError,SA_P1_M1_Ch09_Pg108_1,SA_P1_M1_Q380
MCQ,Which clause is executed if an exception occurs during the execution of the try clause?,except;import;def;try;finally,except,SA_P1_M1_Ch09_Pg108_1,SA_P1_M1_Q381
True/False,All exceptions in Python are handled by the try-except-finally method.,True;False,TRUE,SA_P1_M1_Ch09_Pg108_1,SA_P1_M1_Q382
True/False,The finally block is mandatory in exception handling.,True;False,FALSE,SA_P1_M1_Ch09_Pg108_1,SA_P1_M1_Q383
Blanks,"Inside the 'try' block, the division operation is performed and the result is stored in the variable _____________",,c,SA_P1_M1_Ch09_Pg111_1,SA_P1_M1_Q384
Blanks,The 'except' block with 'ZeroDivisionError' exception is executed when the denominator is _____________,,0,SA_P1_M1_Ch09_Pg111_1,SA_P1_M1_Q385
Blanks,The 'finally' block is executed _____________ the occurrence of any exception or not,,regardless of,SA_P1_M1_Ch09_Pg111_1,SA_P1_M1_Q386
Match,Try-Except-Finally block,"A block that always executes, regardless of exceptions being raised.;An exception raised when division by zero is attempted.;A Python block that handles errors and executes code accordingly.",A Python block that handles errors and executes code accordingly.,SA_P1_M1_Ch09_Pg111_1,SA_P1_M1_Q387
Match,ZeroDivisionError,"A Python block that handles errors and executes code accordingly.;A block that always executes, regardless of exceptions being raised.;An exception raised when division by zero is attempted.",An exception raised when division by zero is attempted.,SA_P1_M1_Ch09_Pg111_1,SA_P1_M1_Q388
Match,finally block,"An exception raised when division by zero is attempted.;A Python block that handles errors and executes code accordingly.;A block that always executes, regardless of exceptions being raised.","A block that always executes, regardless of exceptions being raised.",SA_P1_M1_Ch09_Pg111_1,SA_P1_M1_Q389
MCQ,Which of the following is NOT a type of exception handled in the code snippet?,ArithmeticError;ZeroDivisionError;Exception,ArithmeticError,SA_P1_M1_Ch09_Pg111_1,SA_P1_M1_Q390
MCQ,"What is the output when the divider function is called with arguments (2, 2)?",0;a/b result in 0;1,a/b result in 0,SA_P1_M1_Ch09_Pg111_1,SA_P1_M1_Q391
True/False,The 'try' block is only executed if no exceptions occur.,True;False,FALSE,SA_P1_M1_Ch09_Pg111_1,SA_P1_M1_Q392
True/False,The 'except' block can handle multiple different types of exceptions.,True;False,TRUE,SA_P1_M1_Ch09_Pg111_1,SA_P1_M1_Q393
True/False,The 'finally' block is executed before any 'except' blocks.,True;False,FALSE,SA_P1_M1_Ch09_Pg111_1,SA_P1_M1_Q394
Blanks,A database is a collection of _____ into a meaningful format.,,['raw data'],SA_P1_M1_Ch10_Pg113_1,SA_P1_M1_Q395
Blanks,We use _____ software to manipulate databases.,,['RDBMS'],SA_P1_M1_Ch10_Pg113_1,SA_P1_M1_Q396
Match,MySQL,"A popular RDBMS owned by Oracle Corporation;A popular RDBMS owned by Microsoft;A very fast, multithreaded, multi-user, and robust database server","A very fast, multithreaded, multi-user, and robust database server",SA_P1_M1_Ch10_Pg113_1,SA_P1_M1_Q397
Match,Oracle,"A popular RDBMS owned by Oracle Corporation;A very fast, multithreaded, multi-user, and robust database server;A popular RDBMS owned by Microsoft",A popular RDBMS owned by Oracle Corporation,SA_P1_M1_Ch10_Pg113_1,SA_P1_M1_Q398
Match,MS SQL Server,"A popular RDBMS owned by Microsoft;A popular RDBMS owned by Oracle Corporation;A very fast, multithreaded, multi-user, and robust database server",A popular RDBMS owned by Microsoft,SA_P1_M1_Ch10_Pg113_1,SA_P1_M1_Q399
MCQ,Which of the following is NOT a feature of MySQL?,User-friendly;Multithreaded;Open source;Fast,['User-friendly'],SA_P1_M1_Ch10_Pg113_1,SA_P1_M1_Q400
MCQ,Which programming language is used to create and manipulate database objects in MySQL?,Python;Java;C++;SQL,['SQL'],SA_P1_M1_Ch10_Pg113_1,SA_P1_M1_Q401
True/False,Databases are only used to store raw data.,True;False,FALSE,SA_P1_M1_Ch10_Pg113_1,SA_P1_M1_Q402
True/False,SQL is a case sensitive language.,True;False,FALSE,SA_P1_M1_Ch10_Pg113_1,SA_P1_M1_Q403
Blanks,"To download the MySQL installer, visit the following URL:",,https://dev.mysql.com/downloads/installer/,SA_P1_M1_Ch10_Pg117_1,SA_P1_M1_Q404
Blanks,The installer file name is:,,mysql-installer-community-8.0.31.0.msi,SA_P1_M1_Ch10_Pg117_1,SA_P1_M1_Q405
Blanks,"To create a database, use the following command:",,Create database db1;,SA_P1_M1_Ch10_Pg117_1,SA_P1_M1_Q406
Blanks,"To display existing databases, use the command:",,Show databases;,SA_P1_M1_Ch10_Pg117_1,SA_P1_M1_Q407
Blanks,"To connect to a database, use the command:",,Use db1;,SA_P1_M1_Ch10_Pg117_1,SA_P1_M1_Q408
Blanks,"To remove a database, use the command:",,Drop database db1;,SA_P1_M1_Ch10_Pg117_1,SA_P1_M1_Q409
Blanks,The primary key of a table makes each row:,,unique,SA_P1_M1_Ch10_Pg117_1,SA_P1_M1_Q410
Match,MySQL,A logical structure within a database that stores data in the form of rows and columns.;A collection of columns that represent a specific entity.;A database management system used for storing and managing data.;A column that uniquely identifies each row in a table.;A collection of related data stored in a structured format.,A database management system used for storing and managing data.,SA_P1_M1_Ch10_Pg117_1,SA_P1_M1_Q411
Match,Database,A column that uniquely identifies each row in a table.;A collection of columns that represent a specific entity.;A database management system used for storing and managing data.;A logical structure within a database that stores data in the form of rows and columns.;A collection of related data stored in a structured format.,A collection of related data stored in a structured format.,SA_P1_M1_Ch10_Pg117_1,SA_P1_M1_Q412
Match,Table,A collection of columns that represent a specific entity.;A column that uniquely identifies each row in a table.;A logical structure within a database that stores data in the form of rows and columns.;A collection of related data stored in a structured format.;A database management system used for storing and managing data.,A logical structure within a database that stores data in the form of rows and columns.,SA_P1_M1_Ch10_Pg117_1,SA_P1_M1_Q413
Match,Column,A logical structure within a database that stores data in the form of rows and columns.;A database management system used for storing and managing data.;A collection of related data stored in a structured format.;A collection of columns that represent a specific entity.;A column that uniquely identifies each row in a table.,A collection of columns that represent a specific entity.,SA_P1_M1_Ch10_Pg117_1,SA_P1_M1_Q414
Match,Primary key,A database management system used for storing and managing data.;A logical structure within a database that stores data in the form of rows and columns.;A collection of related data stored in a structured format.;A collection of columns that represent a specific entity.;A column that uniquely identifies each row in a table.,A column that uniquely identifies each row in a table.,SA_P1_M1_Ch10_Pg117_1,SA_P1_M1_Q415
MCQ,Which of the following data types is used to store numeric values with a decimal point?,int;varchar;numeric;char,['numeric'],SA_P1_M1_Ch10_Pg117_1,SA_P1_M1_Q416
MCQ,What is the purpose of the NOT NULL constraint on a column?,To prevent null values in the column.;To set the default value of the column to null.;To allow null values in the column.;To make the column unique.,['To prevent null values in the column.'],SA_P1_M1_Ch10_Pg117_1,SA_P1_M1_Q417
MCQ,Which of the following commands is used to display existing databases?,Use database;Create database;Show databases;Drop database,['Show databases'],SA_P1_M1_Ch10_Pg117_1,SA_P1_M1_Q418
True/False,The MySQL installer offers advanced options for customizing the installation.,True;False,FALSE,SA_P1_M1_Ch10_Pg117_1,SA_P1_M1_Q419
True/False,A database can only contain one table.,True;False,FALSE,SA_P1_M1_Ch10_Pg117_1,SA_P1_M1_Q420
True/False,The primary key of a table can be a composite key.,True;False,FALSE,SA_P1_M1_Ch10_Pg117_1,SA_P1_M1_Q421
Blanks,The syntax to insert a row into a table is ____,,"insert into table_name values(column1_value, column2_value, ..., columnN_value)",SA_P1_M1_Ch10_Pg120_1,SA_P1_M1_Q422
Blanks,"To delete all rows from a table, the syntax is ____",,delete from table_name,SA_P1_M1_Ch10_Pg120_1,SA_P1_M1_Q423
Blanks,"To update rows in a table, the syntax is ____",,"update table_name set column1_name=column1_value, column2_name=column2_value, ..., columnN_name=columnN_value",SA_P1_M1_Ch10_Pg120_1,SA_P1_M1_Q424
Match,insert,modifying existing rows in a table;removing rows from a table;adding a new row to a table,adding a new row to a table,SA_P1_M1_Ch10_Pg120_1,SA_P1_M1_Q425
Match,delete,removing rows from a table;adding a new row to a table;modifying existing rows in a table,removing rows from a table,SA_P1_M1_Ch10_Pg120_1,SA_P1_M1_Q426
Match,update,modifying existing rows in a table;removing rows from a table;adding a new row to a table,modifying existing rows in a table,SA_P1_M1_Ch10_Pg120_1,SA_P1_M1_Q427
MCQ,Which of the following is the correct syntax to insert a row into a table with specified column names?,"insert into table_name(column1_name, column2_name, ..., columnN_name) values(column1_value, column2_value, ..., columnN_value);insert into table_name values(column1_value, column2_value, ..., columnN_value);insert into table_name(column1_name, column2_name, ..., columnN_name) values(column1_value, column2_value);insert into table_name(column1_name, column2_name, ..., columnN_name) value(column1_value, column2_value, ..., columnN_value)","insert into table_name(column1_name, column2_name, ..., columnN_name) values(column1_value, column2_value, ..., columnN_value)",SA_P1_M1_Ch10_Pg120_1,SA_P1_M1_Q428
MCQ,Which of the following is the correct syntax to delete all rows from a table?,drop table table_name;delete * from table_name;delete from table_name where condition;delete from table_name,delete from table_name,SA_P1_M1_Ch10_Pg120_1,SA_P1_M1_Q429
MCQ,Which of the following is the correct syntax to update a row in a table?,"update table_name set (column1_name, column2_name, ..., columnN_name)=(column1_value, column2_value, ..., columnN_value);update table_name set column1_name=column1_value, column2_name=column2_value, ..., columnN_name=columnN_value;update table_name set column1_name=column1_value, column2_name=column2_value, ..., columnN_name=columnN_value where condition;update table_name(column1_name, column2_name, ..., columnN_name) values(column1_value, column2_value, ..., columnN_value)","update table_name set column1_name=column1_value, column2_name=column2_value, ..., columnN_name=columnN_value",SA_P1_M1_Ch10_Pg120_1,SA_P1_M1_Q430
True/False,The where clause is required to delete rows from a table.,True;False,FALSE,SA_P1_M1_Ch10_Pg120_1,SA_P1_M1_Q431
True/False,The where clause is required to update rows in a table.,True;False,FALSE,SA_P1_M1_Ch10_Pg120_1,SA_P1_M1_Q432
True/False,It is possible to insert rows into a table without specifying column names.,True;False,TRUE,SA_P1_M1_Ch10_Pg120_1,SA_P1_M1_Q433
True/False,The delete command can be used to remove specific rows from a table.,True;False,TRUE,SA_P1_M1_Ch10_Pg120_1,SA_P1_M1_Q434
Blanks,The asterisk (*) in a SQL statement means __________.,,['all columns'],SA_P1_M1_Ch10_Pg123_1,SA_P1_M1_Q435
Match,count(),Returns the maximum value in a column;Returns the minimum value in a column;Returns the sum of all values in a column;Returns the number of rows in a table;Returns the average value in a column,Returns the number of rows in a table,SA_P1_M1_Ch10_Pg123_1,SA_P1_M1_Q436
Match,max(),Returns the minimum value in a column;Returns the maximum value in a column;Returns the number of rows in a table;Returns the sum of all values in a column;Returns the average value in a column,Returns the maximum value in a column,SA_P1_M1_Ch10_Pg123_1,SA_P1_M1_Q437
Match,min(),Returns the average value in a column;Returns the sum of all values in a column;Returns the minimum value in a column;Returns the maximum value in a column;Returns the number of rows in a table,Returns the minimum value in a column,SA_P1_M1_Ch10_Pg123_1,SA_P1_M1_Q438
Match,sum(),Returns the average value in a column;Returns the minimum value in a column;Returns the sum of all values in a column;Returns the maximum value in a column;Returns the number of rows in a table,Returns the sum of all values in a column,SA_P1_M1_Ch10_Pg123_1,SA_P1_M1_Q439
Match,avg(),Returns the sum of all values in a column;Returns the number of rows in a table;Returns the minimum value in a column;Returns the average value in a column;Returns the maximum value in a column,Returns the average value in a column,SA_P1_M1_Ch10_Pg123_1,SA_P1_M1_Q440
MCQ,Which of the following SQL statements retrieves all rows in a table named 'product' in ascending order by the 'price' column?,"select pname, price from product where pid = 1000;;select * from product order by price;;select * from product order by price desc;;select * from product where price > 1000;",['select * from product order by price;'],SA_P1_M1_Ch10_Pg123_1,SA_P1_M1_Q441
True/False,The 'where' clause in a SQL statement is used to filter rows based on a condition.,True;False,TRUE,SA_P1_M1_Ch10_Pg123_1,SA_P1_M1_Q442
Blanks,_____ performs operations on groups.,,Group by,SA_P1_M1_Ch10_Pg126_1,SA_P1_M1_Q443
Blanks,"To connect to a database from Python, we need a _____ (simply api/library).",,database driver,SA_P1_M1_Ch10_Pg126_1,SA_P1_M1_Q444
Blanks,Database driver is _____ to the database.,,specific,SA_P1_M1_Ch10_Pg126_1,SA_P1_M1_Q445
Blanks,"To connect to MySQL from Python, we need to install the _____ driver using pip.",,mysql-connector-python,SA_P1_M1_Ch10_Pg126_1,SA_P1_M1_Q446
Match,Group by,Performs operations on groups of data;Software that acts as an interface between Python and a database;Package manager for Python;A library that allows Python to connect to MySQL,Performs operations on groups of data,SA_P1_M1_Ch10_Pg126_1,SA_P1_M1_Q447
Match,Database driver,Performs operations on groups of data;Software that acts as an interface between Python and a database;Package manager for Python;A library that allows Python to connect to MySQL,Software that acts as an interface between Python and a database,SA_P1_M1_Ch10_Pg126_1,SA_P1_M1_Q448
Match,pip,Performs operations on groups of data;A library that allows Python to connect to MySQL;Package manager for Python;Software that acts as an interface between Python and a database,Package manager for Python,SA_P1_M1_Ch10_Pg126_1,SA_P1_M1_Q449
Match,Connector,A library that allows Python to connect to MySQL;Package manager for Python;Software that acts as an interface between Python and a database;Performs operations on groups of data,A library that allows Python to connect to MySQL,SA_P1_M1_Ch10_Pg126_1,SA_P1_M1_Q450
MCQ,Which of the following is used to install the MySQL driver for Python?,rpm;pip;yum;apt-get,pip,SA_P1_M1_Ch10_Pg126_1,SA_P1_M1_Q451
MCQ,True or False: Group By can only be used on one column.,True;False,FALSE,SA_P1_M1_Ch10_Pg126_1,SA_P1_M1_Q452
True/False,Python can only connect to MySQL databases.,True;False,FALSE,SA_P1_M1_Ch10_Pg126_1,SA_P1_M1_Q453
True/False,"To use Group By, the data must be sorted.",True;False,TRUE,SA_P1_M1_Ch10_Pg126_1,SA_P1_M1_Q454
Blanks,"To get a reference to the test database, we use the ________ method.",,mysql.connector.connect,SA_P1_M1_Ch10_Pg128_1,SA_P1_M1_Q455
Blanks,"To execute SQL statements, we create a ________ object.",,cursor,SA_P1_M1_Ch10_Pg128_1,SA_P1_M1_Q456
Blanks,The ________ method is used to commit changes made to database tables permanently.,,db.commit(),SA_P1_M1_Ch10_Pg128_1,SA_P1_M1_Q457
Match,cursor,Commits changes made to database tables permanently;Used to execute SQL statements;Holds the SQL statement to be executed,Used to execute SQL statements,SA_P1_M1_Ch10_Pg128_1,SA_P1_M1_Q458
Match,sql_statement,Commits changes made to database tables permanently;Holds the SQL statement to be executed;Used to execute SQL statements,Holds the SQL statement to be executed,SA_P1_M1_Ch10_Pg128_1,SA_P1_M1_Q459
Match,db.commit(),Used to execute SQL statements;Holds the SQL statement to be executed;Commits changes made to database tables permanently,Commits changes made to database tables permanently,SA_P1_M1_Ch10_Pg128_1,SA_P1_M1_Q460
MCQ,Which of the following methods is used to get the connection to a MySQL database?,mysql.connector.connect;mysql.connect;cursor.connect,mysql.connector.connect,SA_P1_M1_Ch10_Pg128_1,SA_P1_M1_Q461
MCQ,Which of the following is not an SQL command?,insert;commit;create table,commit,SA_P1_M1_Ch10_Pg128_1,SA_P1_M1_Q462
True/False,The cursor object is used to execute SQL statements.,True;False,TRUE,SA_P1_M1_Ch10_Pg128_1,SA_P1_M1_Q463
True/False,Changes made to database tables are automatically committed by default.,True;False,FALSE,SA_P1_M1_Ch10_Pg128_1,SA_P1_M1_Q464
Blanks,"In Python, the ______ method is used to execute a SQL statement.",,execute,SA_P1_M1_Ch10_Pg131_1,SA_P1_M1_Q465
Blanks,"The ______ method returns a list of tuples, where each tuple contains the column values of a row.",,fetchall,SA_P1_M1_Ch10_Pg131_1,SA_P1_M1_Q466
Match,Cursor,A SQL statement that retrieves data from a table.;A single record in a database table.;A handle to a database table.,A handle to a database table.,SA_P1_M1_Ch10_Pg131_1,SA_P1_M1_Q467
Match,Select statement,A handle to a database table.;A single record in a database table.;A SQL statement that retrieves data from a table.,A SQL statement that retrieves data from a table.,SA_P1_M1_Ch10_Pg131_1,SA_P1_M1_Q468
Match,Row,A SQL statement that retrieves data from a table.;A single record in a database table.;A handle to a database table.,A single record in a database table.,SA_P1_M1_Ch10_Pg131_1,SA_P1_M1_Q469
MCQ,Which of the following methods is not used to connect to a MySQL database from Python?,cursor();connect();execute();fetchall(),fetchall(),SA_P1_M1_Ch10_Pg131_1,SA_P1_M1_Q470
MCQ,What is the purpose of the 'select *' clause in a SQL statement?,To update data in a table.;To insert data into a table.;To retrieve all columns from a table.;To retrieve specific columns from a table.,To retrieve all columns from a table.,SA_P1_M1_Ch10_Pg131_1,SA_P1_M1_Q471
True/False,"The fetchall() method returns a list of rows, where each row is represented as a tuple.",True;False,TRUE,SA_P1_M1_Ch10_Pg131_1,SA_P1_M1_Q472
True/False,The execute() method is used to close a database connection.,True;False,FALSE,SA_P1_M1_Ch10_Pg131_1,SA_P1_M1_Q473
